United States COVID-19 Hospitalizations by County
Date generated: Mon May 22 2023 19:17:51 GMT-0400 (Eastern Daylight Time)
County,State,New hospital admissions of confirmed COVID-19 past week (total),New COVID-19 hospital admissions per 100000 population past week (total),COVID-19 hospital admissions level,% Change in new hospital admissions of confirmed COVID-19 from the prior week,% Staffed inpatient beds occupied by patients with confirmed COVID-19 past week (average),Absolute change % staffed inpatient beds occupied by patients with confirmed COVID-19 from prior week,% Staffed ICU beds occupied by patients with confirmed COVID-19 past week (average),Absolute change % staffed ICU beds occupied by patients with confirmed COVID-19 from prior week
Beauregard Parish,LA,8,2.4,Low (<10.0),-33.3,1.2,-0.1,1.3,-0.5
Bienville Parish,LA,1,1,Low (<10.0),N/A,0.7,0.2,2.3,2.3
Bossier Parish,LA,11,2.2,Low (<10.0),-47.6,1.2,-0.1,1,-0.1
Caddo Parish,LA,11,2.2,Low (<10.0),-47.6,1.2,-0.1,1,-0.1
Calcasieu Parish,LA,8,2.4,Low (<10.0),-33.3,1.2,-0.1,1.3,-0.5
Caldwell Parish,LA,10,4.1,Low (<10.0),-9.1,0.7,-0.4,0.4,-0.9
Cameron Parish,LA,8,2.4,Low (<10.0),-33.3,1.2,-0.1,1.3,-0.5
Catahoula Parish,LA,10,4.1,Low (<10.0),233.3,0.7,0,0.8,0.7
Claiborne Parish,LA,1,6.4,Low (<10.0),0,1,0.5,0,0
Concordia Parish,LA,1,1.4,Low (<10.0),0,0.1,-0.3,0,0
De Soto Parish,LA,11,2.2,Low (<10.0),-47.6,1.2,-0.1,1,-0.1
East Baton Rouge Parish,LA,7,0.9,Low (<10.0),-58.8,0.5,0,0.6,0.1
East Carroll Parish,LA,10,4.1,Low (<10.0),-9.1,0.7,-0.4,0.4,-0.9
East Feliciana Parish,LA,7,0.9,Low (<10.0),-58.8,0.5,0,0.6,0.1
Evangeline Parish,LA,3,2.6,Low (<10.0),N/A,0.4,-0.2,0,0
Franklin Parish,LA,10,4.1,Low (<10.0),-9.1,0.7,-0.4,0.4,-0.9
Grant Parish,LA,10,4.1,Low (<10.0),233.3,0.7,0,0.8,0.7
Iberia Parish,LA,12,2.5,Low (<10.0),-7.7,0.9,0.3,0.8,-0.2
Iberville Parish,LA,7,0.9,Low (<10.0),-58.8,0.5,0,0.6,0.1
Jackson Parish,LA,1,1,Low (<10.0),N/A,0.7,0.2,2.3,2.3
Jefferson Davis Parish,LA,8,2.4,Low (<10.0),-33.3,1.2,-0.1,1.3,-0.5
Jefferson Parish,LA,25,2.5,Low (<10.0),-7.4,0.7,-0.2,0.9,-0.9
La Salle Parish,LA,10,4.1,Low (<10.0),233.3,0.7,0,0.8,0.7
Lafayette Parish,LA,12,2.5,Low (<10.0),-7.7,0.9,0.3,0.8,-0.2
Lafourche Parish,LA,1,0.4,Low (<10.0),-50,0.3,-0.4,1.5,-0.3
Lincoln Parish,LA,1,1,Low (<10.0),N/A,0.7,0.2,2.3,2.3
Livingston Parish,LA,7,0.9,Low (<10.0),-58.8,0.5,0,0.6,0.1
Madison Parish,LA,0,0,Low (<10.0),N/A,0,0,0,0
Morehouse Parish,LA,10,4.1,Low (<10.0),-9.1,0.7,-0.4,0.4,-0.9
Natchitoches Parish,LA,11,2.2,Low (<10.0),-47.6,1.2,-0.1,1,-0.1
Orleans Parish,LA,25,2.5,Low (<10.0),-7.4,0.7,-0.2,0.9,-0.9
Ouachita Parish,LA,10,4.1,Low (<10.0),-9.1,0.7,-0.4,0.4,-0.9
Plaquemines Parish,LA,25,2.5,Low (<10.0),-7.4,0.7,-0.2,0.9,-0.9
Pointe Coupee Parish,LA,7,0.9,Low (<10.0),-58.8,0.5,0,0.6,0.1
Rapides Parish,LA,10,4.1,Low (<10.0),233.3,0.7,0,0.8,0.7
Red River Parish,LA,11,2.2,Low (<10.0),-47.6,1.2,-0.1,1,-0.1
Richland Parish,LA,10,4.1,Low (<10.0),-9.1,0.7,-0.4,0.4,-0.9
Sabine Parish,LA,11,2.2,Low (<10.0),-47.6,1.2,-0.1,1,-0.1
St. Bernard Parish,LA,25,2.5,Low (<10.0),-7.4,0.7,-0.2,0.9,-0.9
St. Charles Parish,LA,25,2.5,Low (<10.0),-7.4,0.7,-0.2,0.9,-0.9
St. Helena Parish,LA,2,1.4,Low (<10.0),-50,0.7,-0.5,0.1,-1.4
St. James Parish,LA,25,2.5,Low (<10.0),-7.4,0.7,-0.2,0.9,-0.9
St. John the Baptist Parish,LA,25,2.5,Low (<10.0),-7.4,0.7,-0.2,0.9,-0.9
St. Landry Parish,LA,3,2.6,Low (<10.0),N/A,0.4,-0.2,0,0
St. Martin Parish,LA,12,2.5,Low (<10.0),-7.7,0.9,0.3,0.8,-0.2
St. Mary Parish,LA,0,0,Low (<10.0),N/A,0.1,-1.9,1.1,-8.2
St. Tammany Parish,LA,18,5,Low (<10.0),63.6,1,0.1,0.3,-1.2
Tangipahoa Parish,LA,2,1.4,Low (<10.0),-50,0.7,-0.5,0.1,-1.4
Tensas Parish,LA,1,1.4,Low (<10.0),0,0.1,-0.3,0,0
Terrebonne Parish,LA,1,0.4,Low (<10.0),-50,0.3,-0.4,1.5,-0.3
Union Parish,LA,1,1,Low (<10.0),N/A,0.7,0.2,2.3,2.3
Vermilion Parish,LA,12,2.5,Low (<10.0),-7.7,0.9,0.3,0.8,-0.2
Vernon Parish,LA,8,2.4,Low (<10.0),-33.3,1.2,-0.1,1.3,-0.5
Washington Parish,LA,18,5,Low (<10.0),63.6,1,0.1,0.3,-1.2
Webster Parish,LA,11,2.2,Low (<10.0),-47.6,1.2,-0.1,1,-0.1
West Baton Rouge Parish,LA,7,0.9,Low (<10.0),-58.8,0.5,0,0.6,0.1
West Carroll Parish,LA,10,4.1,Low (<10.0),-9.1,0.7,-0.4,0.4,-0.9
West Feliciana Parish,LA,7,0.9,Low (<10.0),-58.8,0.5,0,0.6,0.1
Winn Parish,LA,0,0,Low (<10.0),N/A,0,0,0,0
Barnstable County,MA,139,3.6,Low (<10.0),2.2,0.9,0,0.8,-0.4
Berkshire County,MA,6,2.6,Low (<10.0),-45.5,1.2,0.1,0.5,0
Bristol County,MA,36,5.6,Low (<10.0),80,1.1,0,0.7,-0.1
Dukes County,MA,139,3.6,Low (<10.0),2.2,0.9,0,0.8,-0.4
Essex County,MA,22,2,Low (<10.0),-29,1,0,1.8,0.6
Franklin County,MA,26,2.9,Low (<10.0),-3.7,0.9,0.2,1.7,-0.5
Hampden County,MA,6,1,Low (<10.0),-45.5,1.9,-0.2,1.5,0.9
Hampshire County,MA,6,1,Low (<10.0),-45.5,1.9,-0.2,1.5,0.9
Middlesex County,MA,139,3.6,Low (<10.0),2.2,0.9,0,0.8,-0.4
Nantucket County,MA,139,3.6,Low (<10.0),2.2,0.9,0,0.8,-0.4
Norfolk County,MA,139,3.6,Low (<10.0),2.2,0.9,0,0.8,-0.4
Plymouth County,MA,139,3.6,Low (<10.0),2.2,0.9,0,0.8,-0.4
Suffolk County,MA,139,3.6,Low (<10.0),2.2,0.9,0,0.8,-0.4
Worcester County,MA,26,2.9,Low (<10.0),-3.7,0.9,0.2,1.7,-0.5
Allegany County,MD,6,4,Low (<10.0),500,0.7,-0.9,0.1,-1.9
Anne Arundel County,MD,51,2,Low (<10.0),0,0.8,-0.1,1.4,-0.2
Baltimore City,MD,51,2,Low (<10.0),0,0.8,-0.1,1.4,-0.2
Baltimore County,MD,51,2,Low (<10.0),0,0.8,-0.1,1.4,-0.2
Calvert County,MD,51,2,Low (<10.0),0,0.8,-0.1,1.4,-0.2
Caroline County,MD,0,0,Low (<10.0),-100,0.4,-1.4,0,0
Carroll County,MD,51,2,Low (<10.0),0,0.8,-0.1,1.4,-0.2
Cecil County,MD,5,0.5,Low (<10.0),-64.3,1.2,-0.2,0.4,-0.5
Charles County,MD,36,1.2,Low (<10.0),-12.2,1.1,-0.1,1,0.1
Dorchester County,MD,0,0,Low (<10.0),-100,0.4,-1.4,0,0
Frederick County,MD,12,1.5,Low (<10.0),-7.7,0.8,0.3,1.1,1
Garrett County,MD,6,4,Low (<10.0),500,0.7,-0.9,0.1,-1.9
Harford County,MD,5,0.5,Low (<10.0),-64.3,1.2,-0.2,0.4,-0.5
Howard County,MD,51,2,Low (<10.0),0,0.8,-0.1,1.4,-0.2
Kent County,MD,0,0,Low (<10.0),N/A,0,-3.1,N/A,N/A
Montgomery County,MD,36,1.2,Low (<10.0),-12.2,1.1,-0.1,1,0.1
Prince Georges County,MD,36,1.2,Low (<10.0),-12.2,1.1,-0.1,1,0.1
Queen Annes County,MD,0,0,Low (<10.0),-100,0.4,-1.4,0,0
Somerset County,MD,11,1.8,Low (<10.0),37.5,0.8,-0.5,1,-0.7
St. Marys County,MD,36,1.2,Low (<10.0),-12.2,1.1,-0.1,1,0.1
Talbot County,MD,0,0,Low (<10.0),-100,0.4,-1.4,0,0
Washington County,MD,5,1.6,Low (<10.0),0,0.7,-0.1,0.3,-0.3
Wicomico County,MD,11,1.8,Low (<10.0),37.5,0.8,-0.5,1,-0.7
Worcester County,MD,11,1.8,Low (<10.0),37.5,0.8,-0.5,1,-0.7
Androscoggin County,ME,2,1,Low (<10.0),-80,1.2,-0.6,1.4,-2.2
Aroostook County,ME,5,7.5,Low (<10.0),-28.6,2.3,1,5.9,4.7
Cumberland County,ME,4,1,Low (<10.0),-71.4,3.5,-0.1,2.3,-0.6
Franklin County,ME,2,1,Low (<10.0),-80,1.2,-0.6,1.4,-2.2
Hancock County,ME,9,3.5,Low (<10.0),80,1,0,2.1,1.7
Kennebec County,ME,9,4.2,Low (<10.0),200,0.6,-0.1,0,-1.1
Knox County,ME,4,1,Low (<10.0),-71.4,3.5,-0.1,2.3,-0.6
Lincoln County,ME,4,1,Low (<10.0),-71.4,3.5,-0.1,2.3,-0.6
Oxford County,ME,2,1,Low (<10.0),-80,1.2,-0.6,1.4,-2.2
Penobscot County,ME,9,3.5,Low (<10.0),80,1,0,2.1,1.7
Piscataquis County,ME,9,3.5,Low (<10.0),80,1,0,2.1,1.7
Sagadahoc County,ME,4,1,Low (<10.0),-71.4,3.5,-0.1,2.3,-0.6
Somerset County,ME,9,4.2,Low (<10.0),200,0.6,-0.1,0,-1.1
Waldo County,ME,9,4.2,Low (<10.0),200,0.6,-0.1,0,-1.1
Washington County,ME,9,3.5,Low (<10.0),80,1,0,2.1,1.7
York County,ME,10,3,Low (<10.0),11.1,2.6,-0.3,3.1,1.9
Alcona County,MI,0,0,Low (<10.0),-100,0.7,-1,0,0
Alger County,MI,4,3.2,Low (<10.0),0,1,0.3,0.4,0
Allegan County,MI,3,0.7,Low (<10.0),-50,0.7,-0.8,0,0
Alpena County,MI,0,0,Low (<10.0),-100,0.7,-1,0,0
Antrim County,MI,6,3,Low (<10.0),200,0.7,0,0,-0.7
Arenac County,MI,7,4.1,Low (<10.0),16.7,1.3,0.4,2.1,-0.2
Baraga County,MI,1,2.2,Low (<10.0),0,0.4,-1.9,0.8,0
Barry County,MI,11,5.6,Low (<10.0),120,1.5,-0.2,0.7,-1.3
Bay County,MI,7,4.1,Low (<10.0),16.7,1.3,0.4,2.1,-0.2
Benzie County,MI,6,3,Low (<10.0),200,0.7,0,0,-0.7
Berrien County,MI,7,2.5,Low (<10.0),16.7,3,-0.9,1,0.5
Branch County,MI,8,2.3,Low (<10.0),14.3,1.9,-1.1,1.5,-2.5
Calhoun County,MI,11,5.6,Low (<10.0),120,1.5,-0.2,0.7,-1.3
Cass County,MI,7,2.5,Low (<10.0),16.7,3,-0.9,1,0.5
Charlevoix County,MI,1,0.8,Low (<10.0),-50,0.5,0.1,0.4,-0.1
Cheboygan County,MI,1,0.8,Low (<10.0),-50,0.5,0.1,0.4,-0.1
Chippewa County,MI,1,0.8,Low (<10.0),-50,0.5,0.1,0.4,-0.1
Clare County,MI,7,3.3,Low (<10.0),-56.2,2.9,0.9,1,-0.2
Clinton County,MI,12,2.2,Low (<10.0),-42.9,3.1,-0.7,1.8,0.6
Crawford County,MI,1,1.6,Low (<10.0),-75,3.2,0.1,3.9,-1.3
Delta County,MI,4,3.2,Low (<10.0),0,1,0.3,0.4,0
Dickinson County,MI,4,3.9,Low (<10.0),0,1.3,0,1.1,-3.2
Eaton County,MI,12,2.2,Low (<10.0),-42.9,3.1,-0.7,1.8,0.6
Emmet County,MI,1,0.8,Low (<10.0),-50,0.5,0.1,0.4,-0.1
Genesee County,MI,21,4.3,Low (<10.0),-16,2.3,0.3,1.7,-0.3
Gladwin County,MI,7,3.3,Low (<10.0),-56.2,2.9,0.9,1,-0.2
Gogebic County,MI,2,2.2,Low (<10.0),-66.7,2.9,-0.2,4.1,0
Grand Traverse County,MI,6,3,Low (<10.0),200,0.7,0,0,-0.7
Gratiot County,MI,32,3.7,Low (<10.0),-3,1.5,-0.2,0.8,-0.7
Hillsdale County,MI,8,2.3,Low (<10.0),14.3,1.9,-1.1,1.5,-2.5
Houghton County,MI,1,2.2,Low (<10.0),0,0.4,-1.9,0.8,0
Huron County,MI,10,3.7,Low (<10.0),-28.6,2.3,-0.6,0.9,-2.8
Ingham County,MI,12,2.2,Low (<10.0),-42.9,3.1,-0.7,1.8,0.6
Ionia County,MI,32,3.7,Low (<10.0),-3,1.5,-0.2,0.8,-0.7
Iosco County,MI,7,4.1,Low (<10.0),16.7,1.3,0.4,2.1,-0.2
Iron County,MI,4,3.9,Low (<10.0),0,1.3,0,1.1,-3.2
Isabella County,MI,7,3.3,Low (<10.0),-56.2,2.9,0.9,1,-0.2
Jackson County,MI,8,2.3,Low (<10.0),14.3,1.9,-1.1,1.5,-2.5
Kalamazoo County,MI,10,3.1,Low (<10.0),-37.5,1.5,-0.5,0.9,-0.9
Kalkaska County,MI,6,3,Low (<10.0),200,0.7,0,0,-0.7
Kent County,MI,32,3.7,Low (<10.0),-3,1.5,-0.2,0.8,-0.7
Keweenaw County,MI,1,2.2,Low (<10.0),0,0.4,-1.9,0.8,0
Lake County,MI,0,0,Low (<10.0),-100,0.2,-1.4,0.1,-3.7
Lapeer County,MI,21,4.3,Low (<10.0),-16,2.3,0.3,1.7,-0.3
Leelanau County,MI,6,3,Low (<10.0),200,0.7,0,0,-0.7
Lenawee County,MI,8,2.3,Low (<10.0),14.3,1.9,-1.1,1.5,-2.5
Livingston County,MI,169,3.8,Low (<10.0),15,1.5,-0.1,1.9,-0.4
Luce County,MI,4,3.2,Low (<10.0),0,1,0.3,0.4,0
Mackinac County,MI,1,0.8,Low (<10.0),-50,0.5,0.1,0.4,-0.1
Macomb County,MI,169,3.8,Low (<10.0),15,1.5,-0.1,1.9,-0.4
Manistee County,MI,6,3,Low (<10.0),200,0.7,0,0,-0.7
Marquette County,MI,4,3.2,Low (<10.0),0,1,0.3,0.4,0
Mason County,MI,10,3.6,Low (<10.0),-28.6,2.5,0.2,1.8,-2.1
Mecosta County,MI,32,3.7,Low (<10.0),-3,1.5,-0.2,0.8,-0.7
Menominee County,MI,4,3.9,Low (<10.0),0,1.3,0,1.1,-3.2
Midland County,MI,7,3.3,Low (<10.0),-56.2,2.9,0.9,1,-0.2
Missaukee County,MI,0,0,Low (<10.0),-100,0.2,-1.4,0.1,-3.7
Monroe County,MI,32,4,Low (<10.0),-8.6,1.4,-0.1,0.9,0.5
Montcalm County,MI,32,3.7,Low (<10.0),-3,1.5,-0.2,0.8,-0.7
Montmorency County,MI,0,0,Low (<10.0),-100,0.7,-1,0,0
Muskegon County,MI,10,3.6,Low (<10.0),-28.6,2.5,0.2,1.8,-2.1
Newaygo County,MI,10,3.6,Low (<10.0),-28.6,2.5,0.2,1.8,-2.1
Oakland County,MI,169,3.8,Low (<10.0),15,1.5,-0.1,1.9,-0.4
Oceana County,MI,10,3.6,Low (<10.0),-28.6,2.5,0.2,1.8,-2.1
Ogemaw County,MI,7,4.1,Low (<10.0),16.7,1.3,0.4,2.1,-0.2
Ontonagon County,MI,2,2.2,Low (<10.0),-66.7,2.9,-0.2,4.1,0
Osceola County,MI,0,0,Low (<10.0),-100,0.2,-1.4,0.1,-3.7
Oscoda County,MI,7,4.1,Low (<10.0),16.7,1.3,0.4,2.1,-0.2
Otsego County,MI,1,1.6,Low (<10.0),-75,3.2,0.1,3.9,-1.3
Ottawa County,MI,3,0.7,Low (<10.0),-50,0.7,-0.8,0,0
Presque Isle County,MI,0,0,Low (<10.0),-100,0.7,-1,0,0
Roscommon County,MI,1,1.6,Low (<10.0),-75,3.2,0.1,3.9,-1.3
Saginaw County,MI,10,3.7,Low (<10.0),-28.6,2.3,-0.6,0.9,-2.8
Sanilac County,MI,11,5.5,Low (<10.0),266.7,0.8,0,0,0
Schoolcraft County,MI,4,3.2,Low (<10.0),0,1,0.3,0.4,0
Shiawassee County,MI,12,2.2,Low (<10.0),-42.9,3.1,-0.7,1.8,0.6
St. Clair County,MI,11,5.5,Low (<10.0),266.7,0.8,0,0,0
St. Joseph County,MI,10,3.1,Low (<10.0),-37.5,1.5,-0.5,0.9,-0.9
Tuscola County,MI,10,3.7,Low (<10.0),-28.6,2.3,-0.6,0.9,-2.8
Van Buren County,MI,7,2.5,Low (<10.0),16.7,3,-0.9,1,0.5
Washtenaw County,MI,169,3.8,Low (<10.0),15,1.5,-0.1,1.9,-0.4
Wayne County,MI,169,3.8,Low (<10.0),15,1.5,-0.1,1.9,-0.4
Wexford County,MI,0,0,Low (<10.0),-100,0.2,-1.4,0.1,-3.7
Aitkin County,MN,5,3.4,Low (<10.0),66.7,1.3,-1.3,0.1,-0.2
Anoka County,MN,61,2.8,Low (<10.0),17.3,2.1,0,2.4,0.6
Becker County,MN,12,3.5,Low (<10.0),50,1.5,-0.1,1.6,0.8
Beltrami County,MN,1,1.8,Low (<10.0),-50,0.7,-0.3,0,-2
Benton County,MN,10,3.5,Low (<10.0),100,2.3,-0.9,0,-2
Big Stone County,MN,0,0,Low (<10.0),-100,0.5,-0.4,N/A,N/A
Blue Earth County,MN,6,4.6,Low (<10.0),200,1.6,0.5,7.1,6.5
Brown County,MN,0,0,Low (<10.0),-100,2.3,-0.4,0,N/A
Carlton County,MN,22,5.8,Low (<10.0),69.2,1.7,0.4,1,0.6
Carver County,MN,61,2.8,Low (<10.0),17.3,2.1,0,2.4,0.6
Cass County,MN,5,3.4,Low (<10.0),66.7,1.3,-1.3,0.1,-0.2
Chippewa County,MN,2,2.5,Low (<10.0),100,0.7,-1.7,0,0
Chisago County,MN,22,1.6,Low (<10.0),-24.1,1.8,-0.2,1.1,-0.8
Clay County,MN,12,3.5,Low (<10.0),50,1.5,-0.1,1.6,0.8
Clearwater County,MN,1,1.8,Low (<10.0),-50,0.7,-0.3,0,-2
Cook County,MN,22,5.8,Low (<10.0),69.2,1.7,0.4,1,0.6
Cottonwood County,MN,2,3.9,Low (<10.0),100,0.3,-0.2,0,0
Crow Wing County,MN,5,3.4,Low (<10.0),66.7,1.3,-1.3,0.1,-0.2
Dakota County,MN,22,1.6,Low (<10.0),-24.1,1.8,-0.2,1.1,-0.8
Dodge County,MN,16,4.5,Low (<10.0),100,0.6,0,0.5,-0.4
Douglas County,MN,2,3.4,Low (<10.0),N/A,1.1,0.7,3.9,3.9
Faribault County,MN,0,0,Low (<10.0),-100,0.3,-0.7,0,0
Fillmore County,MN,16,4.5,Low (<10.0),100,0.6,0,0.5,-0.4
Freeborn County,MN,0,0,Low (<10.0),-100,0.3,-0.7,0,0
Goodhue County,MN,2,1.1,Low (<10.0),-80,2.1,0.9,N/A,N/A
Grant County,MN,2,3.1,Low (<10.0),-60,4.2,-1,0,-7.5
Hennepin County,MN,61,2.8,Low (<10.0),17.3,2.1,0,2.4,0.6
Houston County,MN,5,1.9,Low (<10.0),0,0.5,-0.2,0.2,-1
Hubbard County,MN,5,3.4,Low (<10.0),66.7,1.3,-1.3,0.1,-0.2
Isanti County,MN,0,0,Low (<10.0),N/A,1.7,-1.5,0,0
Itasca County,MN,22,5.8,Low (<10.0),69.2,1.7,0.4,1,0.6
Jackson County,MN,2,3.9,Low (<10.0),100,0.3,-0.2,0,0
Kanabec County,MN,0,0,Low (<10.0),N/A,1.7,-1.5,0,0
Kandiyohi County,MN,2,2.5,Low (<10.0),100,0.7,-1.7,0,0
Kittson County,MN,2,6.3,Low (<10.0),N/A,0.3,0.3,0,0
Koochiching County,MN,22,5.8,Low (<10.0),69.2,1.7,0.4,1,0.6
Lac qui Parle County,MN,2,2.5,Low (<10.0),100,0.7,-1.7,0,0
Lake County,MN,22,5.8,Low (<10.0),69.2,1.7,0.4,1,0.6
Lake of the Woods County,MN,0,0,Low (<10.0),N/A,0,0,0,0
Le Sueur County,MN,61,2.8,Low (<10.0),17.3,2.1,0,2.4,0.6
Lincoln County,MN,1,3.2,Low (<10.0),-50,1,0,2,-4.1
Lyon County,MN,1,3.2,Low (<10.0),-50,1,0,2,-4.1
Mahnomen County,MN,12,3.5,Low (<10.0),50,1.5,-0.1,1.6,0.8
Marshall County,MN,2,6.3,Low (<10.0),N/A,0.3,0.3,0,0
Martin County,MN,1,3.5,Low (<10.0),N/A,0.1,-0.3,0,0
McLeod County,MN,61,2.8,Low (<10.0),17.3,2.1,0,2.4,0.6
Meeker County,MN,10,3.5,Low (<10.0),100,2.3,-0.9,0,-2
Mille Lacs County,MN,0,0,Low (<10.0),N/A,1.7,-1.5,0,0
Morrison County,MN,10,3.5,Low (<10.0),100,2.3,-0.9,0,-2
Mower County,MN,16,4.5,Low (<10.0),100,0.6,0,0.5,-0.4
Murray County,MN,2,3.9,Low (<10.0),100,0.3,-0.2,0,0
Nicollet County,MN,6,4.6,Low (<10.0),200,1.6,0.5,7.1,6.5
Nobles County,MN,2,3.9,Low (<10.0),100,0.3,-0.2,0,0
Norman County,MN,12,3.5,Low (<10.0),50,1.5,-0.1,1.6,0.8
Olmsted County,MN,16,4.5,Low (<10.0),100,0.6,0,0.5,-0.4
Otter Tail County,MN,2,3.1,Low (<10.0),-60,4.2,-1,0,-7.5
Pennington County,MN,2,6.3,Low (<10.0),N/A,0.3,0.3,0,0
Pine County,MN,22,5.8,Low (<10.0),69.2,1.7,0.4,1,0.6
Pipestone County,MN,17,5.1,Low (<10.0),-15,2.3,-0.3,1.2,-0.5
Polk County,MN,3,2.4,Low (<10.0),-40,0.9,-0.4,0,0
Pope County,MN,2,3.4,Low (<10.0),N/A,1.1,0.7,3.9,3.9
Ramsey County,MN,22,1.6,Low (<10.0),-24.1,1.8,-0.2,1.1,-0.8
Red Lake County,MN,2,6.3,Low (<10.0),N/A,0.3,0.3,0,0
Redwood County,MN,0,0,Low (<10.0),-100,2.3,-0.4,0,N/A
Renville County,MN,0,0,Low (<10.0),-100,2.3,-0.4,0,N/A
Rice County,MN,0,0,Low (<10.0),-100,1.5,-0.9,N/A,N/A
Rock County,MN,17,5.1,Low (<10.0),-15,2.3,-0.3,1.2,-0.5
Roseau County,MN,0,0,Low (<10.0),N/A,0,0,0,0
Scott County,MN,61,2.8,Low (<10.0),17.3,2.1,0,2.4,0.6
Sherburne County,MN,61,2.8,Low (<10.0),17.3,2.1,0,2.4,0.6
Sibley County,MN,61,2.8,Low (<10.0),17.3,2.1,0,2.4,0.6
St. Louis County,MN,22,5.8,Low (<10.0),69.2,1.7,0.4,1,0.6
Stearns County,MN,10,3.5,Low (<10.0),100,2.3,-0.9,0,-2
Steele County,MN,16,4.5,Low (<10.0),100,0.6,0,0.5,-0.4
Stevens County,MN,2,3.4,Low (<10.0),N/A,1.1,0.7,3.9,3.9
Swift County,MN,2,2.5,Low (<10.0),100,0.7,-1.7,0,0
Todd County,MN,10,3.5,Low (<10.0),100,2.3,-0.9,0,-2
Traverse County,MN,0,0,Low (<10.0),-100,0.5,-0.4,N/A,N/A
Wabasha County,MN,16,4.5,Low (<10.0),100,0.6,0,0.5,-0.4
Wadena County,MN,5,3.4,Low (<10.0),66.7,1.3,-1.3,0.1,-0.2
Waseca County,MN,6,4.6,Low (<10.0),200,1.6,0.5,7.1,6.5
Washington County,MN,22,1.6,Low (<10.0),-24.1,1.8,-0.2,1.1,-0.8
Watonwan County,MN,6,4.6,Low (<10.0),200,1.6,0.5,7.1,6.5
Wilkin County,MN,12,3.5,Low (<10.0),50,1.5,-0.1,1.6,0.8
Winona County,MN,16,4.5,Low (<10.0),100,0.6,0,0.5,-0.4
Wright County,MN,61,2.8,Low (<10.0),17.3,2.1,0,2.4,0.6
Yellow Medicine County,MN,2,2.5,Low (<10.0),100,0.7,-1.7,0,0
Adair County,MO,0,0,Low (<10.0),N/A,0.1,0,0,0
Andrew County,MO,4,2.4,Low (<10.0),33.3,1,-0.8,0,-0.8
Atchison County,MO,1,10.5,Medium (10.0 to 19.9),N/A,0.1,0.1,N/A,N/A
Audrain County,MO,8,2.7,Low (<10.0),33.3,0.6,-0.2,0.2,-0.5
Barry County,MO,17,2.4,Low (<10.0),-10.5,1.5,-0.3,2.7,-0.5
Barton County,MO,6,2.6,Low (<10.0),-57.1,1.4,0.4,2.5,-0.1
Bates County,MO,2,4.2,Low (<10.0),N/A,0.3,-0.1,0,0
Benton County,MO,2,1.9,Low (<10.0),100,0.3,0.1,0,0
Bollinger County,MO,11,3.5,Low (<10.0),120,0.7,-0.3,0.5,-0.5
Boone County,MO,8,2.7,Low (<10.0),33.3,0.6,-0.2,0.2,-0.5
Buchanan County,MO,4,2.4,Low (<10.0),33.3,1,-0.8,0,-0.8
Butler County,MO,11,3.5,Low (<10.0),120,0.7,-0.3,0.5,-0.5
Caldwell County,MO,35,2.7,Low (<10.0),-22.2,1.6,-0.1,1.4,-0.3
Callaway County,MO,6,2.7,Low (<10.0),-25,2.1,0.6,1.5,0.3
Camden County,MO,2,4.3,Low (<10.0),-33.3,2.1,1.2,1,0.2
Cape Girardeau County,MO,11,3.5,Low (<10.0),120,0.7,-0.3,0.5,-0.5
Carroll County,MO,0,0,Low (<10.0),-100,2.7,1.5,19.9,10.7
Carter County,MO,11,3.5,Low (<10.0),120,0.7,-0.3,0.5,-0.5
Cass County,MO,35,2.7,Low (<10.0),-22.2,1.6,-0.1,1.4,-0.3
Cedar County,MO,0,0,Low (<10.0),-100,0.3,-0.4,0,N/A
Chariton County,MO,8,2.7,Low (<10.0),33.3,0.6,-0.2,0.2,-0.5
Christian County,MO,17,2.4,Low (<10.0),-10.5,1.5,-0.3,2.7,-0.5
Clark County,MO,0,0,Low (<10.0),N/A,0,0,N/A,N/A
Clay County,MO,35,2.7,Low (<10.0),-22.2,1.6,-0.1,1.4,-0.3
Clinton County,MO,35,2.7,Low (<10.0),-22.2,1.6,-0.1,1.4,-0.3
Cole County,MO,6,2.7,Low (<10.0),-25,2.1,0.6,1.5,0.3
Cooper County,MO,8,2.7,Low (<10.0),33.3,0.6,-0.2,0.2,-0.5
Crawford County,MO,6,2.7,Low (<10.0),-25,2.1,0.6,1.5,0.3
Dade County,MO,17,2.4,Low (<10.0),-10.5,1.5,-0.3,2.7,-0.5
Dallas County,MO,17,2.4,Low (<10.0),-10.5,1.5,-0.3,2.7,-0.5
Daviess County,MO,35,2.7,Low (<10.0),-22.2,1.6,-0.1,1.4,-0.3
DeKalb County,MO,4,2.4,Low (<10.0),33.3,1,-0.8,0,-0.8
Dent County,MO,2,1.7,Low (<10.0),N/A,0.1,-0.1,0,0
Douglas County,MO,17,2.4,Low (<10.0),-10.5,1.5,-0.3,2.7,-0.5
Dunklin County,MO,10,3.9,Low (<10.0),900,0.7,-0.2,2.4,0.3
Franklin County,MO,61,3.5,Low (<10.0),-20.8,1.8,-0.1,2.7,-0.4
Gasconade County,MO,6,2.7,Low (<10.0),-25,2.1,0.6,1.5,0.3
Gentry County,MO,4,2.4,Low (<10.0),33.3,1,-0.8,0,-0.8
Greene County,MO,17,2.4,Low (<10.0),-10.5,1.5,-0.3,2.7,-0.5
